t,plant,axis,metamer,AA_consumption_mstruct,D_Fructan,D_Proteins,LSIW,LSSW,Nstruct,Respi_growth,SSLW,S_Fructan,S_Proteins,Unloading_Amino_Acids,Unloading_Sucrose,amino_acids,delta_internode_L,delta_internode_distance_to_emerge,delta_internode_pseudo_age,delta_leaf_L,delta_leaf_pseudo_age,delta_leaf_pseudostem_length,fructan,hiddenzone_age,internode_L,internode_Lmax,internode_Lmax_lig,internode_distance_to_emerge,internode_enclosed_Nstruct,internode_enclosed_mstruct,internode_is_growing,internode_is_remobilizing,internode_is_visible,internode_pseudo_age,is_over,lamina_Lmax,leaf_L,leaf_Lmax,leaf_Lmax_em,leaf_Wmax,leaf_enclosed_Nstruct,leaf_enclosed_mstruct,leaf_is_emerged,leaf_is_growing,leaf_is_remobilizing,leaf_pseudo_age,leaf_pseudostem_length,mean_conc_sucrose,mstruct,nb_replications,proteins,ratio_DZ,sheath_Lmax,sucrose,sucrose_consumption_mstruct
37,1,MS,7,0.00000187,0.00244869,7.34006754,NA,NA,0.00000001,0.00006267,NA,61.46996241,104.15206860,0.00011690,0.00014436,0.00007843,0.00000000,0.00000000,0.00000000,0.00000115,0.00000000,0.00000000,0.00244869,1712089.53603523,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00034683,NA,NA,NA,0.00000001,0.00000122,False,True,False,0.00000000,0.02900000,NA,0.00000122,3.00000000,0.02426470,1.00000000,NA,0.00234501,0.00018800
37,1,MS,8,0.00000072,0.00107862,7.43618648,NA,NA,0.00000000,0.00002410,NA,61.47006470,104.15682319,0.00005104,0.00006359,0.00003428,0.00000000,0.00000000,0.00000000,0.00000054,0.00000000,0.00000000,0.00107862,1164169.53603523,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00017731,NA,NA,NA,0.00000000,0.00000053,False,True,False,0.00000000,0.02900000,NA,0.00000053,3.00000000,0.01074269,1.00000000,NA,0.00102479,0.00007230
37,1,MS,9,0.00000024,0.00041012,7.54959680,NA,NA,0.00000000,0.00000813,NA,61.47015464,104.16096459,0.00001926,0.00002425,0.00001295,0.00000000,0.00000000,0.00000000,0.00000023,0.00000000,0.00000000,0.00041012,616249.53603523,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00007744,NA,NA,NA,0.00000000,0.00000020,False,True,False,0.00000000,0.02900000,NA,0.00000020,3.00000000,0.00412094,1.00000000,NA,0.00038721,0.00002439
37,1,MS,10,0.00000014,0.00028588,7.65662421,NA,NA,0.00000000,0.00000475,NA,61.47018088,104.16222093,0.00001330,0.00001691,0.00000895,0.00000000,0.00000000,0.00000000,0.00000015,0.00000000,0.00000000,0.00028588,68329.53603523,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00005485,NA,NA,NA,0.00000000,0.00000014,False,True,False,0.00000000,0.02900000,NA,0.00000014,3.00000000,0.00288945,1.00000000,NA,0.00026770,0.00001425
38,1,MS,3,0.00667286,5.07633282,1.80591870,1.00000000,0.09000000,0.00001054,0.22305139,22.00000000,59.03647459,32.68256080,0.03369985,0.16320195,0.13400050,0.00000000,0.00000000,0.00000000,0.00019453,2135.78080487,0.00000000,7.65780690,3905905.31684010,0.00005000,NA,NA,0.02900000,0.00000001,0.00000132,True,False,False,934465.31684010,False,0.09746481,0.09925742,0.12810774,0.12280000,0.00400000,0.00001053,0.00211655,True,True,False,1640465.31684010,0.02895000,1800.00000000,0.00211787,1.00000000,10.63605445,0.00000000,0.03064294,3.98895353,0.66915416
38,1,MS,4,0.00289372,4.49930838,3.18068050,NA,0.15755667,0.00000322,0.09672756,18.24149847,59.03773873,49.50199249,0.02930361,0.04621039,0.04069043,0.00000006,0.00000000,0.00000000,0.00014148,2135.78080487,-0.00000006,4.49930838,3357985.31684010,0.00001184,NA,NA,0.02895000,0.00000000,0.00000019,True,False,False,0.00000000,False,0.09998952,0.03112288,0.13428593,0.13310000,0.00465231,0.00000322,0.00064321,True,True,False,827465.31684010,0.02893822,1825.13339699,0.00064340,1.50000000,5.69092743,0.24927698,0.03429641,1.21185992,0.29018269
38,1,MS,5,0.00009013,0.02962759,5.76613405,NA,NA,0.00000008,0.00301261,NA,59.03898398,100.22008521,0.00153978,0.00165467,0.00103965,0.00000030,-0.00000006,0.00000000,0.00002694,2135.78080487,-0.00000036,0.02962759,2810065.31684010,0.00005919,NA,NA,0.02893822,0.00000000,0.00000013,True,False,False,0.00000000,False,0.10365593,0.00260598,0.14465144,0.14462076,NA,0.00000008,0.00001630,False,True,False,29491.51367513,0.02887933,1862.43728442,0.00001643,2.00000000,0.26350121,1.00000000,0.04096482,0.03095280,0.00903783
38,1,MS,6,0.00000582,0.00736476,7.07646217,NA,NA,0.00000002,0.00019450,NA,59.03926464,100.23845080,0.00033194,0.00040798,0.00022731,0.00000000,0.00000000,0.00000000,0.00000278,0.00000000,0.00000000,0.00736476,2262145.31684010,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00081285,NA,NA,NA,0.00000002,0.00000359,False,True,False,0.00000000,0.02900000,2188.74644789,0.00000359,2.50000000,0.07068717,1.00000000,NA,0.00676596,0.00058350
38,1,MS,7,0.00000186,0.00251991,7.16232262,NA,NA,0.00000001,0.00006206,NA,59.03944092,100.24657084,0.00011301,0.00014007,0.00007746,0.00000000,0.00000000,0.00000000,0.00000113,0.00000000,0.00000000,0.00251991,1714225.31684010,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00034796,NA,NA,NA,0.00000001,0.00000122,False,True,False,0.00000000,0.02900000,NA,0.00000122,3.00000000,0.02437924,1.00000000,NA,0.00230554,0.00018618
38,1,MS,8,0.00000071,0.00110971,7.25934006,NA,NA,0.00000000,0.00002385,NA,59.03953932,100.25111040,0.00004931,0.00006169,0.00003384,0.00000000,0.00000000,0.00000000,0.00000053,0.00000000,0.00000000,0.00110971,1166305.31684010,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00017784,NA,NA,NA,0.00000000,0.00000053,False,True,False,0.00000000,0.02900000,NA,0.00000053,3.00000000,0.01079267,1.00000000,NA,0.00100702,0.00007155
38,1,MS,9,0.00000024,0.00042186,7.37244518,NA,NA,0.00000000,0.00000804,NA,59.03962586,100.25506274,0.00001860,0.00002352,0.00001278,0.00000000,0.00000000,0.00000000,0.00000023,0.00000000,0.00000000,0.00042186,618385.31684010,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00007767,NA,NA,NA,0.00000000,0.00000020,False,True,False,0.00000000,0.02900000,NA,0.00000020,3.00000000,0.00413979,1.00000000,NA,0.00038034,0.00002413
38,1,MS,10,0.00000014,0.00029399,7.48030718,NA,NA,0.00000000,0.00000470,NA,59.03965109,100.25626301,0.00001284,0.00001640,0.00000883,0.00000000,0.00000000,0.00000000,0.00000015,0.00000000,0.00000000,0.00029399,70465.31684010,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00005500,NA,NA,NA,0.00000000,0.00000014,False,True,False,0.00000000,0.02900000,NA,0.00000014,3.00000000,0.00290246,1.00000000,NA,0.00026282,0.00001409
39,1,MS,3,0.00637723,4.88265168,1.69880470,1.00000000,0.09000000,0.00001055,0.21316950,22.00000000,54.85359167,30.44533435,0.03351545,0.15134861,0.13205168,0.00000000,0.00000000,0.00000000,0.00018580,2048.51849469,0.00000000,7.70650736,3907953.83533478,0.00005000,NA,NA,0.02900000,0.00000001,0.00000132,True,False,False,936513.83533478,False,0.09746949,0.09944322,0.12811389,0.12280000,0.00400000,0.00001054,0.00211849,True,True,False,1642513.83533478,0.02895000,1800.00000000,0.00211981,1.00000000,10.61733060,0.00000000,0.03064441,3.91112179,0.63950849
39,1,MS,4,0.00279189,4.51912178,2.97861329,NA,0.15755667,0.00000325,0.09332351,18.24149847,54.85472723,46.06259882,0.02751086,0.04315566,0.04043940,0.00000006,0.00000000,0.00000000,0.00013566,2048.51849469,-0.00000006,4.51912178,3360033.83533478,0.00001190,NA,NA,0.02895000,0.00000000,0.00000019,True,False,False,0.00000000,False,0.09999286,0.03125854,0.13429042,0.13310000,0.00465231,0.00000325,0.00064924,True,True,False,829513.83533478,0.02893816,1825.13339699,0.00064943,1.50000000,5.70323821,0.24844269,0.03429755,1.19825472,0.27997054
39,1,MS,5,0.00008756,0.03053528,5.38869404,NA,NA,0.00000008,0.00292690,NA,54.85584487,93.36204155,0.00145559,0.00156107,0.00103890,0.00000029,-0.00000006,0.00000000,0.00002595,2048.51849469,-0.00000036,0.03053528,2812113.83533478,0.00005948,NA,NA,0.02893816,0.00000000,0.00000014,True,False,False,0.00000000,False,0.10365593,0.00263193,0.14465229,0.14462076,NA,0.00000008,0.00001654,False,True,False,31540.03216981,0.02887897,1862.48949897,0.00001668,2.00000000,0.26497558,1.00000000,0.04096482,0.03077345,0.00878071
39,1,MS,6,0.00000558,0.00755954,6.67522509,NA,NA,0.00000002,0.00018648,NA,54.85609802,93.37876332,0.00031028,0.00038334,0.00022478,0.00000000,0.00000000,0.00000000,0.00000266,0.00000000,0.00000000,0.00755954,2264193.83533478,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00081551,NA,NA,NA,0.00000002,0.00000361,False,True,False,0.00000000,0.02900000,2168.92679747,0.00000361,2.50000000,0.07100152,1.00000000,NA,0.00665669,0.00055945
39,1,MS,7,0.00000178,0.00258622,6.75769691,NA,NA,0.00000001,0.00005948,NA,54.85625843,93.38608172,0.00010561,0.00013160,0.00007658,0.00000000,0.00000000,0.00000000,0.00000109,0.00000000,0.00000000,0.00258622,1716273.83533478,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00034905,NA,NA,NA,0.00000001,0.00000123,False,True,False,0.00000000,0.02900000,NA,0.00000123,3.00000000,0.02448623,1.00000000,NA,0.00226768,0.00017844
39,1,MS,8,0.00000068,0.00113866,6.85214095,NA,NA,0.00000000,0.00002284,NA,54.85634794,93.39017416,0.00004606,0.00005795,0.00003343,0.00000000,0.00000000,0.00000000,0.00000051,0.00000000,0.00000000,0.00113866,1168353.83533478,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00017835,NA,NA,NA,0.00000000,0.00000054,False,True,False,0.00000000,0.02900000,NA,0.00000054,3.00000000,0.01083933,1.00000000,NA,0.00099000,0.00006853
39,1,MS,9,0.00000023,0.00043279,6.96105739,NA,NA,0.00000000,0.00000770,NA,54.85642670,93.39373567,0.00001737,0.00002209,0.00001262,0.00000000,0.00000000,0.00000000,0.00000022,0.00000000,0.00000000,0.00043279,620433.83533478,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00007789,NA,NA,NA,0.00000000,0.00000020,False,True,False,0.00000000,0.02900000,NA,0.00000020,3.00000000,0.00415739,1.00000000,NA,0.00037377,0.00002311
39,1,MS,10,0.00000013,0.00030154,7.06591783,NA,NA,0.00000000,0.00000450,NA,54.85644964,93.39481836,0.00001198,0.00001540,0.00000872,0.00000000,0.00000000,0.00000000,0.00000014,0.00000000,0.00000000,0.00030154,72513.83533478,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00005514,NA,NA,NA,0.00000000,0.00000014,False,True,False,0.00000000,0.02900000,NA,0.00000014,3.00000000,0.00291460,1.00000000,NA,0.00025815,0.00001349
40,1,MS,3,0.00622611,5.27999138,1.79714774,1.00000000,0.09000000,0.00001056,0.20811822,22.00000000,57.27501249,31.87585886,0.03348257,0.16145813,0.13011661,0.00000000,0.00000000,0.00000000,0.00018129,2007.03313411,0.00000000,7.76054502,3909960.86846890,0.00005000,NA,NA,0.02900000,0.00000001,0.00000132,True,False,False,938520.86846890,False,0.09747366,0.09962451,0.12811938,0.12280000,0.00400000,0.00001055,0.00212039,True,True,False,1644520.86846889,0.02895000,1800.00000000,0.00212171,1.00000000,10.60354708,0.00000000,0.03064572,3.83384735,0.62435466
40,1,MS,4,0.00275093,4.54097692,3.13709427,NA,0.15755667,0.00000328,0.09195441,18.24149847,57.27631048,48.17121076,0.02903829,0.04577992,0.04017161,0.00000006,0.00000000,0.00000000,0.00013287,2007.03313411,-0.00000006,4.54097692,3362040.86846890,0.00001195,NA,NA,0.02895000,0.00000000,0.00000019,True,False,False,0.00000000,False,0.09999586,0.03139141,0.13429444,0.13310000,0.00465231,0.00000328,0.00065515,True,True,False,831520.86846890,0.02893810,1825.13339699,0.00065534,1.50000000,5.71709262,0.24762318,0.03429858,1.18420936,0.27586324
40,1,MS,5,0.00008686,0.03149586,5.66427182,NA,NA,0.00000008,0.00290343,NA,57.27755601,97.74651188,0.00154637,0.00165243,0.00103764,0.00000029,-0.00000006,0.00000000,0.00002553,2007.03313411,-0.00000035,0.03149586,2814120.86846890,0.00005977,NA,NA,0.02893810,0.00000000,0.00000014,True,False,False,0.00000000,False,0.10365593,0.00265746,0.14465307,0.14462076,NA,0.00000008,0.00001678,False,True,False,33547.06530392,0.02887862,1862.44761814,0.00001692,2.00000000,0.26653911,1.00000000,0.04096482,0.03057810,0.00871030
40,1,MS,6,0.00000546,0.00776350,7.07999336,NA,NA,0.00000002,0.00018265,NA,57.27783500,97.76505099,0.00032602,0.00040325,0.00022222,0.00000000,0.00000000,0.00000000,0.00000261,0.00000000,0.00000000,0.00776350,2266200.86846890,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00081812,NA,NA,NA,0.00000002,0.00000362,False,True,False,0.00000000,0.02900000,2149.55606574,0.00000362,2.50000000,0.07133122,1.00000000,NA,0.00654702,0.00054796
40,1,MS,7,0.00000174,0.00265566,7.16896256,NA,NA,0.00000001,0.00005824,NA,57.27801212,97.77308480,0.00011093,0.00013841,0.00007569,0.00000000,0.00000000,0.00000000,0.00000106,0.00000000,0.00000000,0.00265566,1718280.86846889,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00035011,NA,NA,NA,0.00000001,0.00000123,False,True,False,0.00000000,0.02900000,NA,0.00000123,3.00000000,0.02459842,1.00000000,NA,0.00222971,0.00017471
40,1,MS,8,0.00000067,0.00116896,7.27211966,NA,NA,0.00000000,0.00002235,NA,57.27811094,97.77757846,0.00004835,0.00006093,0.00003303,0.00000000,0.00000000,0.00000000,0.00000050,0.00000000,0.00000000,0.00116896,1170360.86846889,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00017885,NA,NA,NA,0.00000000,0.00000054,False,True,False,0.00000000,0.02900000,NA,0.00000054,3.00000000,0.01088823,1.00000000,NA,0.00097296,0.00006706
40,1,MS,9,0.00000023,0.00044423,7.38989295,NA,NA,0.00000000,0.00000754,NA,57.27819791,97.78148748,0.00001823,0.00002323,0.00001247,0.00000000,0.00000000,0.00000000,0.00000021,0.00000000,0.00000000,0.00044423,622440.86846890,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00007810,NA,NA,NA,0.00000000,0.00000020,False,True,False,0.00000000,0.02900000,NA,0.00000020,3.00000000,0.00417582,1.00000000,NA,0.00036720,0.00002261
40,1,MS,10,0.00000013,0.00030943,7.50429032,NA,NA,0.00000000,0.00000440,NA,57.27822323,97.78267703,0.00001257,0.00001619,0.00000861,0.00000000,0.00000000,0.00000000,0.00000014,0.00000000,0.00000000,0.00030943,74520.86846890,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00005528,NA,NA,NA,0.00000000,0.00000014,False,True,False,0.00000000,0.02900000,NA,0.00000014,3.00000000,0.00292731,1.00000000,NA,0.00025349,0.00001319
41,1,MS,3,0.00622151,5.11268710,1.70501531,1.00000000,0.09000000,0.00001057,0.20796437,22.00000000,53.72346168,29.97206966,0.03097113,0.14965889,0.12838642,0.00000000,0.00000000,0.00000000,0.00018105,2012.75525281,0.00000000,7.57836661,3911973.62372171,0.00005000,NA,NA,0.02900000,0.00000001,0.00000132,True,False,False,940533.62372171,False,0.09747743,0.09980556,0.12812433,0.12280000,0.00400000,0.00001056,0.00212229,True,True,False,1646533.62372171,0.02895000,1800.00000000,0.00212361,1.00000000,10.58624761,0.00000000,0.03064690,3.76544492,0.62389311
41,1,MS,4,0.00277423,4.56051290,2.96326947,NA,0.15755667,0.00000331,0.09273332,18.24149847,53.72461781,45.24324265,0.02754158,0.04304912,0.03996012,0.00000006,0.00000000,0.00000000,0.00013318,2012.75525281,-0.00000006,4.56051290,3364053.62372171,0.00001201,NA,NA,0.02895000,0.00000000,0.00000019,True,False,False,0.00000000,False,0.09999857,0.03152459,0.13429807,0.13310000,0.00465231,0.00000331,0.00066107,True,True,False,833533.62372171,0.02893805,1825.13339699,0.00066126,1.50000000,5.72908110,0.24679934,0.03429951,1.17254364,0.27819997
41,1,MS,5,0.00008814,0.03240978,5.33977047,NA,NA,0.00000009,0.00294627,NA,53.72574867,91.90793668,0.00147585,0.00156989,0.00103784,0.00000029,-0.00000006,0.00000000,0.00002570,2012.75525281,-0.00000034,0.03240978,2816133.62372171,0.00006006,NA,NA,0.02893805,0.00000000,0.00000015,True,False,False,0.00000000,False,0.10365593,0.00268316,0.14465377,0.14462076,NA,0.00000008,0.00001702,False,True,False,35559.82055673,0.02887828,1862.31390552,0.00001717,2.00000000,0.26803106,1.00000000,0.04096482,0.03044319,0.00883880
41,1,MS,6,0.00000548,0.00795552,6.73491138,NA,NA,0.00000002,0.00018304,NA,53.72600325,91.92506524,0.00030775,0.00038161,0.00021999,0.00000000,0.00000000,0.00000000,0.00000261,0.00000000,0.00000000,0.00795552,2268213.62372171,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00082073,NA,NA,NA,0.00000002,0.00000364,False,True,False,0.00000000,0.02900000,2130.17157869,0.00000364,2.50000000,0.07164240,1.00000000,NA,0.00645162,0.00054913
41,1,MS,7,0.00000175,0.00272102,6.82098429,NA,NA,0.00000001,0.00005834,NA,53.72616632,91.93241511,0.00010468,0.00013097,0.00007491,0.00000000,0.00000000,0.00000000,0.00000106,0.00000000,0.00000000,0.00272102,1720293.62372171,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00035118,NA,NA,NA,0.00000001,0.00000124,False,True,False,0.00000000,0.02900000,NA,0.00000124,3.00000000,0.02470427,1.00000000,NA,0.00219663,0.00017503
41,1,MS,8,0.00000067,0.00119746,6.92196864,NA,NA,0.00000000,0.00002238,NA,53.72625729,91.93652725,0.00004561,0.00005764,0.00003267,0.00000000,0.00000000,0.00000000,0.00000050,0.00000000,0.00000000,0.00119746,1172373.62372171,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00017934,NA,NA,NA,0.00000000,0.00000054,False,True,False,0.00000000,0.02900000,NA,0.00000054,3.00000000,0.01093435,1.00000000,NA,0.00095807,0.00006714
41,1,MS,9,0.00000023,0.00045498,7.03616296,NA,NA,0.00000000,0.00000754,NA,53.72633737,91.94010287,0.00001718,0.00002197,0.00001233,0.00000000,0.00000000,0.00000000,0.00000021,0.00000000,0.00000000,0.00045498,624453.62372171,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00007832,NA,NA,NA,0.00000000,0.00000020,False,True,False,0.00000000,0.02900000,NA,0.00000020,3.00000000,0.00419320,1.00000000,NA,0.00036145,0.00002263
41,1,MS,10,0.00000013,0.00031685,7.14802820,NA,NA,0.00000000,0.00000440,NA,53.72636067,91.94119204,0.00001184,0.00001531,0.00000851,0.00000000,0.00000000,0.00000000,0.00000014,0.00000000,0.00000000,0.00031685,76533.62372171,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00005542,NA,NA,NA,0.00000000,0.00000014,False,True,False,0.00000000,0.02900000,NA,0.00000014,3.00000000,0.00293928,1.00000000,NA,0.00024940,0.00001319
42,1,MS,3,0.00616583,4.91622561,1.60324379,1.00000000,0.09000000,0.00001058,0.20610311,22.00000000,49.89071651,27.94989433,0.03100237,0.13938260,0.12673975,0.00000000,0.00000000,0.00000000,0.00017933,2001.59712135,0.00000000,7.61923454,3913975.22084305,0.00005000,NA,NA,0.02900000,0.00000001,0.00000132,True,False,False,942535.22084305,False,0.09748079,0.09998489,0.12812875,0.12280000,0.00400000,0.00001057,0.00212418,True,True,False,1648535.22084305,0.02895000,1800.00000000,0.00212550,1.00000000,10.56584368,0.00000000,0.03064796,3.69175069,0.61830933
42,1,MS,4,0.00277431,4.57762089,2.77447594,NA,0.15755667,0.00000334,0.09273588,18.24149847,49.89176478,42.14493014,0.02586533,0.04022446,0.03976561,0.00000006,0.00000000,0.00000000,0.00013241,2001.59712135,-0.00000006,4.57762089,3366055.22084305,0.00001207,NA,NA,0.02895000,0.00000000,0.00000019,True,False,False,0.00000000,False,0.10000099,0.03165700,0.13430133,0.13310000,0.00465231,0.00000333,0.00066696,True,True,False,835535.22084305,0.02893799,1825.13339699,0.00066716,1.50000000,5.73920378,0.24597803,0.03430034,1.15880598,0.27820763
42,1,MS,5,0.00008872,0.03327071,4.98954230,NA,NA,0.00000009,0.00296564,NA,49.89277999,85.70936256,0.00139588,0.00148152,0.00103846,0.00000029,-0.00000006,0.00000000,0.00002566,2001.59712135,-0.00000035,0.03327071,2818135.22084305,0.00006035,NA,NA,0.02893799,0.00000000,0.00000015,True,False,False,0.00000000,False,0.10365593,0.00270882,0.14465440,0.14462076,NA,0.00000009,0.00001726,False,True,False,37561.41767808,0.02887793,1862.10051702,0.00001742,2.00000000,0.26944283,1.00000000,0.04096482,0.03025226,0.00889693
42,1,MS,6,0.00000544,0.00813453,6.34999940,NA,NA,0.00000002,0.00018199,NA,49.89300960,85.72494745,0.00028790,0.00035869,0.00021789,0.00000000,0.00000000,0.00000000,0.00000259,0.00000000,0.00000000,0.00813453,2270215.22084305,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00082333,NA,NA,NA,0.00000002,0.00000365,False,True,False,0.00000000,0.02900000,2111.15169029,0.00000365,2.50000000,0.07193364,1.00000000,NA,0.00634619,0.00054596
42,1,MS,7,0.00000173,0.00278194,6.43251515,NA,NA,0.00000001,0.00005799,NA,49.89315795,85.73157008,0.00009790,0.00012309,0.00007417,0.00000000,0.00000000,0.00000000,0.00000106,0.00000000,0.00000000,0.00278194,1722295.22084305,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00035224,NA,NA,NA,0.00000001,0.00000124,False,True,False,0.00000000,0.02900000,NA,0.00000124,3.00000000,0.02480331,1.00000000,NA,0.00216016,0.00017396
42,1,MS,8,0.00000067,0.00122402,6.53041249,NA,NA,0.00000000,0.00002223,NA,49.89324070,85.73527626,0.00004263,0.00005417,0.00003234,0.00000000,0.00000000,0.00000000,0.00000049,0.00000000,0.00000000,0.00122402,1174375.22084305,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00017984,NA,NA,NA,0.00000000,0.00000054,False,True,False,0.00000000,0.02900000,NA,0.00000054,3.00000000,0.01097747,1.00000000,NA,0.00094171,0.00006669
42,1,MS,9,0.00000022,0.00046500,6.64011914,NA,NA,0.00000000,0.00000749,NA,49.89331356,85.73849751,0.00001606,0.00002065,0.00001220,0.00000000,0.00000000,0.00000000,0.00000021,0.00000000,0.00000000,0.00046500,626455.22084305,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00007853,NA,NA,NA,0.00000000,0.00000020,False,True,False,0.00000000,0.02900000,NA,0.00000020,3.00000000,0.00420944,1.00000000,NA,0.00035515,0.00002247
42,1,MS,10,0.00000013,0.00032377,6.74845695,NA,NA,0.00000000,0.00000436,NA,49.89333473,85.73947972,0.00001106,0.00001439,0.00000841,0.00000000,0.00000000,0.00000000,0.00000014,0.00000000,0.00000000,0.00032377,78535.22084305,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00005556,NA,NA,NA,0.00000000,0.00000014,False,True,False,0.00000000,0.02900000,NA,0.00000014,3.00000000,0.00295047,1.00000000,NA,0.00024493,0.00001309
43,1,MS,3,0.00608395,4.76502251,1.51959717,1.00000000,0.09000000,0.00001059,0.20336630,22.00000000,46.71350419,26.30450051,0.02787474,0.13034791,0.12527673,0.00000000,0.00000000,0.00000000,0.00017684,1982.14191776,0.00000000,7.65439626,3915957.36276082,0.00005000,NA,NA,0.02900000,0.00000001,0.00000132,True,False,False,944517.36276082,False,0.09748370,0.10016173,0.12813257,0.12280000,0.00400000,0.00001058,0.00212605,True,True,False,1650517.36276082,0.02895000,1800.00000000,0.00212737,1.00000000,10.54338893,0.00000000,0.03064888,3.62016609,0.61009889
43,1,MS,4,0.00276234,4.59265210,2.61871678,NA,0.15755667,0.00000336,0.09233597,18.24149847,46.71445657,39.61919336,0.02455168,0.03790387,0.03961499,0.00000006,-0.00000000,0.00000000,0.00013105,1982.14191776,-0.00000006,4.59265210,3368037.36276082,0.00001213,NA,NA,0.02895000,0.00000000,0.00000020,True,False,False,0.00000000,False,0.10000310,0.03178805,0.13430416,0.13310000,0.00465231,0.00000336,0.00067279,True,True,False,837517.36276082,0.02893793,1825.13339699,0.00067299,1.50000000,5.74785202,0.24516285,0.03430106,1.14526414,0.27700790
43,1,MS,5,0.00008892,0.03408778,4.69999364,NA,NA,0.00000009,0.00297219,NA,46.71538100,80.66222643,0.00133321,0.00140909,0.00104021,0.00000029,-0.00000006,0.00000000,0.00002551,1982.14191776,-0.00000035,0.03408778,2820117.36276082,0.00006063,NA,NA,0.02893793,0.00000000,0.00000016,True,False,False,0.00000000,False,0.10365593,0.00273433,0.14465495,0.14462076,NA,0.00000009,0.00001751,False,True,False,39543.55959585,0.02887759,1861.80440469,0.00001767,2.00000000,0.27078968,1.00000000,0.04096482,0.03006318,0.00891657
43,1,MS,6,0.00000539,0.00830282,6.03496539,NA,NA,0.00000002,0.00018019,NA,46.71559089,80.67661714,0.00027203,0.00033978,0.00021607,0.00000000,0.00000000,0.00000000,0.00000257,0.00000000,0.00000000,0.00830282,2272197.36276082,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00082589,NA,NA,NA,0.00000002,0.00000367,False,True,False,0.00000000,0.02900000,2092.39686279,0.00000367,2.50000000,0.07220851,1.00000000,NA,0.00624333,0.00054058
43,1,MS,7,0.00000172,0.00283919,6.11467590,NA,NA,0.00000001,0.00005740,NA,46.71572763,80.68267434,0.00009248,0.00011660,0.00007353,0.00000000,0.00000000,0.00000000,0.00000105,0.00000000,0.00000000,0.00283919,1724277.36276082,0.00000000,NA,NA,0.02900000,0.00000000,0.00000000,False,False,False,0.00000000,False,NA,0.00035328,NA,NA,NA,0.00000001,0.00000125,False,True,False,0.00000000,0.02900000,NA,0.00000125,3.00000000,0.02489676,1.00000000,NA,0.00212458,0.00017219
