t,plant,axis,metamer,organ,element,Ag,Amino_Acids_import,An,D_Fructan,D_Proteins,D_Starch,D_cytokinins,Loading_Amino_Acids,Loading_Sucrose,N_content_total,Nitrates_import,Nresidual,Nstruct,PARa,PARa_prim,Photosynthesis,R_Nnit_red,R_phloem_loading,R_residual,Rd,Regul_S_Fructan,S_Amino_Acids,S_Fructan,S_Proteins,S_Starch,S_Sucrose,Total_Organic_Nitrogen,Tr,Transpiration,Ts,Wmax,age,amino_acids,area_prim,cytokinins,cytokinins_import,fructan,green_area,gs,height,is_growing,is_over,length,max_mstruct,max_proteins,mstruct,nb_replications,nitrates,proteins,senesced_length_element,senesced_mstruct,starch,sucrose,sum_respi,triosesP,width
41,1,MS,2,sheath,StemElement,0.00000000,0.00019827,0.00000000,0.00187453,4.56829668,0.00341089,0.52757214,0.00035184,0.00072529,0.02878912,0.00019365,0.00000000,0.00000020,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.00026173,0.03794279,0.00011648,0.00000000,0.04195054,1.43027856,0.00000000,0.00000000,0.08043922,0.08708089,0.00000041,7.67842380,NA,170.62966996,0.00302627,NA,0.00102832,0.00002398,0.00187453,0.00000471,0.05000000,0.02873631,False,False,0.00050000,0.00004000,1678.21735000,0.00004000,1.00000000,0.00185276,0.06312724,0,0.00000000,0.00000025,0.07146075,0.00026173,-0.00000006,0.00300000
41,1,MS,3,blade,LeafElement1,0.00000000,0.00942478,0.00000000,0.69713136,4.55156683,0.00529718,1.36396808,0.02777573,-0.03997575,NA,0.00920535,0.00000000,0.00002324,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.08626464,0.27586679,0.01500000,0.00000000,5.37226357,1.19929250,0.00000000,0.00000000,26.50525137,0.09249738,0.00001951,7.75251035,0.00400000,90.62966996,0.28061181,NA,0.30836798,0.00113980,0.69713136,0.00021089,0.05000000,0.05782884,True,False,0.07085556,0.00463956,0.00000000,0.00463956,1.00000000,0.08684871,24.56437162,0,0.00000000,0.00004491,8.22639983,0.08626464,-0.00001438,0.00294647
41,1,MS,4,blade,LeafElement1,0.00000000,0.00000000,0.00000000,0.00145493,1.22134754,0.00000000,3.42631363,0.00001747,-0.00057378,NA,0.00000000,0.00000000,0.00000014,NA,NA,0.00000000,0.00000000,0.00000000,0.00083145,0.00000000,0.01500000,0.00000000,5.37245920,1.19845582,0.00000000,0.00000000,0.26903291,0.00000000,0.00000000,7.01500000,0.00465231,4.93886397,0.00168456,NA,0.00465424,0.00000000,0.00145493,0.00000153,0.00000000,NA,True,False,0.00258654,0.00002788,0.00000000,0.00002788,1.50000000,0.00000000,0.25739256,0,0.00000000,0.00000000,0.04942972,0.00083145,0.00000000,0.00059082
41,1,MS,4,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.39760626,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00001201,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
41,1,MS,5,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.39760626,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00006006,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
42,1,MS,1,blade,LeafElement1,0.00000000,0.00000000,0.00000000,0.40590857,6.53056031,0.00000000,0.74896318,0.02237053,0.07657956,0.06261961,0.00000000,0.00000000,0.00002050,0.00000000,NA,0.00000000,0.00000000,0.00000189,0.05727877,0.00000000,0.00010716,0.00000000,0.03661694,1.60161926,0.00000000,0.00000000,18.34643779,0.00000000,0.00000000,7.03500000,0.00300000,250.90766956,0.39116876,NA,0.15894731,0.00000000,0.40590857,0.00019533,0.00000000,NA,False,False,0.08200000,0.00410677,4400.00000000,0.00410677,1.00000000,0.00000000,16.49098332,0,0.00000000,0.00000000,7.39809840,0.05728065,0.00000000,0.00232481
42,1,MS,1,sheath,StemElement,0.00000000,0.00707301,0.00000000,0.05368813,3.29359240,0.00257749,0.48431920,0.01337623,0.04477134,0.02295958,0.00686677,0.00000000,0.00000855,0.00000000,NA,0.00000000,0.00000000,0.00000046,0.00843374,0.02169555,0.00003889,0.00000000,0.01330538,1.62399935,0.00000000,0.00000000,2.69473860,0.05408023,0.00001453,7.04021184,NA,250.90766956,0.16603704,NA,0.04279769,0.00085047,0.05368813,0.00026861,0.05000000,0.01424321,False,False,0.02850000,0.00171000,1183.15614503,0.00171000,1.00000000,0.10972460,1.91798728,0,0.00000000,0.00000854,3.08561041,0.00843420,-0.00000370,0.00300000
42,1,MS,2,blade,LeafElement1,0.00000000,0.00000000,0.00000000,0.56955941,6.23368700,0.00000000,0.88994451,0.02440732,0.08019057,0.07355769,0.00000000,0.00000000,0.00002420,NA,NA,0.00000000,0.00000000,0.00000233,0.07917757,0.00000000,0.00015209,0.00000000,0.05188752,1.59469603,0.00000000,0.00000000,25.39313606,0.00000000,0.00000000,7.03500000,0.00330000,170.90766956,0.45803828,NA,0.22247914,0.00000000,0.56955941,0.00024107,0.00000000,NA,False,False,0.09200000,0.00483764,4888.13947272,0.00483764,1.00000000,0.00000000,23.20652636,0,0.00000000,0.00000000,8.69628365,0.07917990,0.00000000,0.00255729
42,1,MS,2,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,4.70301210,4.89542231,0.00000000,0.30839661,0.00981721,0.06745676,0.02817417,0.00000000,0.00000000,0.00001140,NA,NA,0.00000000,0.00000000,0.00000092,0.01437883,0.00000000,0.00002697,0.00000000,0.00928703,1.47863716,0.00000000,0.00000000,4.57842725,0.00000000,0.00000000,7.03500000,NA,170.90766956,0.19479509,NA,0.03633599,0.00000000,6.48774176,0.00024800,0.00000000,NA,False,False,0.02850000,0.00228000,1678.21735658,0.00228000,1.00000000,0.00000000,3.56934645,0,0.00000000,0.00000000,4.14997202,0.01437975,0.00000000,0.00300000
42,1,MS,2,sheath,StemElement,0.00000000,0.00012709,0.00000000,0.00187542,4.30927359,0.00191219,0.49527015,0.00030879,0.00066154,0.02880219,0.00012338,0.00000000,0.00000020,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.00024771,0.03634303,0.00015313,0.00000000,0.05120712,1.32035666,0.00000000,0.00000000,0.08023790,0.05538850,0.00000026,7.05856394,NA,170.90766956,0.00294394,NA,0.00102375,0.00001528,0.00187542,0.00000471,0.05000000,0.02873631,False,False,0.00050000,0.00004000,1678.21735000,0.00004000,1.00000000,0.00197614,0.06300824,0,0.00000000,0.00000015,0.06998328,0.00024771,-0.00000006,0.00300000
42,1,MS,3,blade,LeafElement1,0.00000000,0.00606940,0.00000000,0.71705117,4.35062789,0.00295986,1.27290449,0.02377993,-0.03773772,NA,0.00589242,0.00000000,0.00002332,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.08186463,0.26344944,0.01500000,0.00000000,4.98899600,1.11833428,0.00000000,0.00000000,26.56963116,0.05891212,0.00001247,7.10792109,0.00400000,90.90766956,0.27766961,NA,0.30619765,0.00072979,0.71705117,0.00021159,0.05000000,0.06171718,True,False,0.07103489,0.00465493,0.00000000,0.00465493,1.00000000,0.09274113,24.62620316,0,0.00000000,0.00002670,8.08492803,0.08186463,-0.00001438,0.00294641
42,1,MS,4,blade,LeafElement1,0.00000000,0.00000000,0.00000000,0.00160149,1.16555628,0.00000000,3.20852737,0.00001848,-0.00061545,NA,0.00000000,0.00000000,0.00000015,NA,NA,0.00000000,0.00000000,0.00000000,0.00087638,0.00000000,0.01500000,0.00000000,4.98917381,1.11764042,0.00000000,0.00000000,0.28604433,0.00000000,0.00000000,7.03500000,0.00465231,5.21686357,0.00177337,NA,0.00493307,0.00000000,0.00160149,0.00000163,0.00000000,NA,True,False,0.00271901,0.00002975,0.00000000,0.00002975,1.50000000,0.00000000,0.27364517,0,0.00000000,0.00000000,0.05167763,0.00087638,0.00000000,0.00059986
42,1,MS,4,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.67560586,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00001207,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
42,1,MS,5,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.67560586,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00006035,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
43,1,MS,1,blade,LeafElement1,0.00000000,0.00000000,0.00000000,0.40435039,6.29199877,0.00000000,0.69904933,0.02193944,0.07444420,0.06254313,0.00000000,0.00000000,0.00002050,0.00000000,NA,0.00000000,0.00000000,0.00000183,0.05651977,0.00000000,0.00011658,0.00000000,0.03732986,1.51525176,0.00000000,0.00000000,18.32438933,0.00000000,0.00000000,6.99600000,0.00300000,251.18296705,0.38855564,NA,0.15605052,0.00000000,0.40435039,0.00019533,0.00000000,NA,False,False,0.08200000,0.00410677,4400.00000000,0.00410677,1.00000000,0.00000000,16.47154797,0,0.00000000,0.00000000,7.25544302,0.05652160,0.00000000,0.00232481
43,1,MS,1,sheath,StemElement,0.00000000,0.00800562,0.00000000,0.05361235,3.12258175,0.00149522,0.46222139,0.01278143,0.04374326,0.02296052,0.00771075,0.00000000,0.00000855,0.00000000,NA,0.00000000,0.00000000,0.00000045,0.00798443,0.02075809,0.00004169,0.00000000,0.01336880,1.52857286,0.00000000,0.00000000,2.68973754,0.06061202,0.00001628,6.42058239,NA,251.18296705,0.16375624,NA,0.04296387,0.00095509,0.05361235,0.00026861,0.05000000,0.01424321,False,False,0.02850000,0.00171000,1183.15614503,0.00171000,1.00000000,0.11743535,1.91526701,0,0.00000000,0.00000521,3.02680752,0.00798488,-0.00000370,0.00300000
43,1,MS,2,blade,LeafElement1,0.00000000,0.00000000,0.00000000,0.56698411,6.02737319,0.00000000,0.83063512,0.02404667,0.07791329,0.07348701,0.00000000,0.00000000,0.00002420,NA,NA,0.00000000,0.00000000,0.00000226,0.07814520,0.00000000,0.00016567,0.00000000,0.05296355,1.51000762,0.00000000,0.00000000,25.36902238,0.00000000,0.00000000,6.99600000,0.00330000,171.18296705,0.45552555,NA,0.21842450,0.00000000,0.56698411,0.00024107,0.00000000,NA,False,False,0.09200000,0.00483764,4888.13947272,0.00483764,1.00000000,0.00000000,23.18492540,0,0.00000000,0.00000000,8.52797708,0.07814746,0.00000000,0.00255729
43,1,MS,2,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,4.55274096,4.66097893,0.00000000,0.28784386,0.00947628,0.06572558,0.02811315,0.00000000,0.00000000,0.00001140,NA,NA,0.00000000,0.00000000,0.00000090,0.01417809,0.00000000,0.00002916,0.00000000,0.00941073,1.39394665,0.00000000,0.00000000,4.56881747,0.00000000,0.00000000,6.99600000,NA,171.18296705,0.19261344,NA,0.03567377,0.00000000,6.47746699,0.00024800,0.00000000,NA,False,False,0.02850000,0.00228000,1678.21735658,0.00228000,1.00000000,0.00000000,3.56191831,0,0.00000000,0.00000000,4.07143563,0.01417899,0.00000000,0.00300000
43,1,MS,2,sheath,StemElement,0.00000000,0.00014388,0.00000000,0.00187582,4.09361185,0.00110927,0.47008404,0.00029263,0.00064420,0.02877492,0.00013858,0.00000000,0.00000020,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.00023441,0.03474633,0.00016569,0.00000000,0.05188815,1.24115433,0.00000000,0.00000000,0.08008139,0.06209107,0.00000029,6.44177535,NA,171.18296705,0.00290132,NA,0.00102210,0.00001716,0.00187582,0.00000471,0.05000000,0.02873631,False,False,0.00050000,0.00004000,1678.21735000,0.00004000,1.00000000,0.00211472,0.06289435,0,0.00000000,0.00000009,0.06858065,0.00023441,-0.00000006,0.00300000
43,1,MS,3,blade,LeafElement1,0.00000000,0.00687535,0.00000000,0.73546653,4.18515534,0.00171145,1.19914492,0.02380422,-0.03536347,NA,0.00662211,0.00000000,0.00002340,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.07786085,0.25203920,0.01500000,0.00000000,4.67128127,1.05250865,0.00000000,0.00000000,26.63345099,0.06586751,0.00001398,6.49580150,0.00400000,91.18296705,0.27511895,NA,0.30440706,0.00082024,0.73546653,0.00021228,0.05000000,0.05934556,True,False,0.07121173,0.00467010,0.00000000,0.00467010,1.00000000,0.09936324,24.68715847,0,0.00000000,0.00001629,7.94698556,0.07786085,-0.00001438,0.00294636
43,1,MS,4,blade,LeafElement1,0.00000000,0.00000000,0.00000000,0.00174696,1.11953359,0.00000000,3.03176935,0.00001774,-0.00065319,NA,0.00000000,0.00000000,0.00000016,NA,NA,0.00000000,0.00000000,0.00000000,0.00091700,0.00000000,0.01500000,0.00000000,4.67144291,1.05183527,0.00000000,0.00000000,0.30315471,0.00000000,0.00000000,6.99600000,0.00465231,5.49216105,0.00186317,NA,0.00521621,0.00000000,0.00174696,0.00000174,0.00000000,NA,True,False,0.00285012,0.00003165,0.00000000,0.00003165,1.50000000,0.00000000,0.28998723,0,0.00000000,0.00000000,0.05386400,0.00091700,0.00000000,0.00060881
43,1,MS,4,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.95090335,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00001213,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
43,1,MS,5,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.95090335,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00006063,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
44,1,MS,1,blade,LeafElement1,0.00000000,0.00000000,0.00000000,0.40280283,6.10698553,0.00000000,0.65837643,0.02152355,0.07214348,0.06246797,0.00000000,0.00000000,0.00002050,0.00000000,NA,0.00000000,0.00000000,0.00000178,0.05565971,0.00000000,0.00012799,0.00000000,0.03872957,1.44522427,0.00000000,0.00000000,18.30274079,0.00000000,0.00000000,6.92800000,0.00300000,251.45027741,0.38588851,NA,0.15332363,0.00000000,0.40280283,0.00019533,0.00000000,NA,False,False,0.08200000,0.00410677,4400.00000000,0.00410677,1.00000000,0.00000000,16.45256656,0,0.00000000,0.00000000,7.11685719,0.05566149,0.00000000,0.00232481
44,1,MS,1,sheath,StemElement,0.00000000,0.00781254,0.00000000,0.05353707,2.98511815,0.00089555,0.44478529,0.01228292,0.04271058,0.02298270,0.00747070,0.00000000,0.00000855,0.00000000,NA,0.00000000,0.00000000,0.00000044,0.00763037,0.02005789,0.00004478,0.00000000,0.01357235,1.45196068,0.00000000,0.00000000,2.68507444,0.05862255,0.00001575,5.92648037,NA,251.45027741,0.16171076,NA,0.04313017,0.00092548,0.05353707,0.00026861,0.05000000,0.01424321,False,False,0.02850000,0.00171000,1183.15614503,0.00171000,1.00000000,0.12490605,1.91264939,0,0.00000000,0.00000326,2.96994969,0.00763081,-0.00000370,0.00300000
44,1,MS,2,blade,LeafElement1,0.00000000,0.00000000,0.00000000,0.56442856,5.86999215,0.00000000,0.78230613,0.02369576,0.07540430,0.07341722,0.00000000,0.00000000,0.00002420,NA,NA,0.00000000,0.00000000,0.00000219,0.07697131,0.00000000,0.00018256,0.00000000,0.05514607,1.44146016,0.00000000,0.00000000,25.34523874,0.00000000,0.00000000,6.92800000,0.00330000,171.45027741,0.45293717,NA,0.21460765,0.00000000,0.56442856,0.00024107,0.00000000,NA,False,False,0.09200000,0.00483764,4888.13947272,0.00483764,1.00000000,0.00000000,23.16373015,0,0.00000000,0.00000000,8.36433935,0.07697350,0.00000000,0.00255729
44,1,MS,2,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,4.44279440,4.47377130,0.00000000,0.27109619,0.00915775,0.06396959,0.02805414,0.00000000,0.00000000,0.00001140,NA,NA,0.00000000,0.00000000,0.00000088,0.01395329,0.00000000,0.00003162,0.00000000,0.00964718,1.32512184,0.00000000,0.00000000,4.55952798,0.00000000,0.00000000,6.92800000,NA,171.45027741,0.19048446,NA,0.03505039,0.00000000,6.46743851,0.00024800,0.00000000,NA,False,False,0.02850000,0.00228000,1678.21735658,0.00228000,1.00000000,0.00000000,3.55475781,0,0.00000000,0.00000000,3.99528864,0.01395416,0.00000000,0.00300000
44,1,MS,2,sheath,StemElement,0.00000000,0.00014036,0.00000000,0.00187628,3.92077280,0.00066439,0.44999657,0.00028033,0.00064915,0.02876864,0.00013421,0.00000000,0.00000020,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.00022387,0.03353275,0.00016197,0.00000000,0.04791556,1.17809637,0.00000000,0.00000000,0.07993534,0.06003128,0.00000028,5.94701451,NA,171.45027741,0.00286482,NA,0.00102071,0.00001663,0.00187628,0.00000471,0.05000000,0.02873631,False,False,0.00050000,0.00004000,1678.21735000,0.00004000,1.00000000,0.00224894,0.06278480,0,0.00000000,0.00000006,0.06724910,0.00022387,-0.00000006,0.00300000
44,1,MS,3,blade,LeafElement1,0.00000000,0.00672252,0.00000000,0.75263106,4.05608752,0.00102186,1.13965700,0.02310865,-0.03375768,NA,0.00642837,0.00000000,0.00002347,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.07464978,0.24310868,0.01500000,0.00000000,4.41103417,0.99946333,0.00000000,0.00000000,26.69491724,0.06362910,0.00001355,5.99937822,0.00400000,91.45027741,0.27280005,NA,0.30275836,0.00079635,0.75263106,0.00021294,0.05000000,0.05941391,True,False,0.07138272,0.00468476,0.00000000,0.00468476,1.00000000,0.10579161,24.74570651,0,0.00000000,0.00001018,7.81357038,0.07464978,-0.00001438,0.00294631
44,1,MS,4,blade,LeafElement1,0.00000000,0.00000000,0.00000000,0.00189258,1.08343376,0.00000000,2.88964779,0.00001764,-0.00068707,NA,0.00000000,0.00000000,0.00000017,NA,NA,0.00000000,0.00000000,0.00000000,0.00095385,0.00000000,0.01500000,0.00000000,4.41118454,0.99882554,0.00000000,0.00000000,0.32001081,0.00000000,0.00000000,6.92800000,0.00465231,5.75947142,0.00195136,NA,0.00549542,0.00000000,0.00189258,0.00000184,0.00000000,NA,True,False,0.00297736,0.00003354,0.00000000,0.00003354,1.50000000,0.00000000,0.30608204,0,0.00000000,0.00000000,0.05593752,0.00095385,0.00000000,0.00061749
44,1,MS,4,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.21821371,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00001218,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
44,1,MS,5,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.21821371,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00006091,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
45,1,MS,1,blade,LeafElement1,0.00000000,0.00000000,0.00000000,0.40207790,6.45214857,0.00000000,0.67431602,0.02019397,0.02017677,0.06239417,0.00000000,0.00000000,0.00002050,116.16003729,NA,0.00000000,0.00000000,0.00000050,0.05439564,0.00000000,0.00423510,0.00000000,1.32112212,1.50626526,0.00000000,0.00000000,18.28209149,0.00000000,0.00000000,6.72700000,0.00300000,251.70383880,0.38538624,NA,0.15052924,0.00000000,0.40207790,0.00019533,0.00000000,NA,False,False,0.08200000,0.00410677,4400.00000000,0.00410677,1.00000000,0.00000000,16.43241954,0,0.00000000,0.00000000,7.00425915,0.05439614,0.00000000,0.00232481
45,1,MS,1,sheath,StemElement,0.79503014,0.03290064,1.01059190,0.05518231,3.02229048,4.16718808,0.49680408,0.07334923,0.04901404,0.02300569,0.03123845,0.00000000,0.00000855,49.68772251,NA,0.76878000,0.03092744,0.00000050,0.00832062,0.00867751,0.00002966,18.26891384,0.00948680,2.27913628,25.81322330,363.11586025,2.82236210,0.24472239,0.00006573,7.09132617,NA,251.70383880,0.30072774,NA,0.04617836,0.00387032,0.05518231,0.00026861,0.14909400,0.01424321,False,False,0.02850000,0.00171000,1183.15614503,0.00171000,1.00000000,0.00009319,1.91092007,0,0.00000000,0.01452539,3.01650819,0.03924857,0.00009021,0.00300000
45,1,MS,2,blade,LeafElement1,0.00000000,0.00000000,0.00000000,0.56361344,6.22356150,0.00000000,0.80124612,0.02229607,0.01697735,0.07334839,0.00000000,0.00000000,0.00002420,NA,NA,0.00000000,0.00000000,0.00000049,0.07522882,0.00000000,0.00778653,0.00000000,2.42426291,1.50336681,0.00000000,0.00000000,25.32247509,0.00000000,0.00000000,6.72700000,0.00330000,171.70383880,0.45277221,NA,0.21069634,0.00000000,0.56361344,0.00024107,0.00000000,NA,False,False,0.09200000,0.00483764,4888.13947272,0.00483764,1.00000000,0.00000000,23.14113145,0,0.00000000,0.00000000,8.22932973,0.07522931,0.00000000,0.00255729
45,1,MS,2,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,4.69978824,4.67304380,0.00000000,0.27765955,0.00816501,0.02984267,0.02799710,0.00000000,0.00000000,0.00001140,NA,NA,0.00000000,0.00000000,0.00000041,0.01363361,0.00000000,0.00030574,0.00000000,0.09625342,1.37692010,0.00000000,0.00000000,4.55101880,0.00000000,0.00000000,6.72700000,NA,171.70383880,0.18947865,NA,0.03441159,0.00000000,6.45684489,0.00024800,0.00000000,NA,False,False,0.02850000,0.00228000,1678.21735658,0.00228000,1.00000000,0.00000000,3.54725443,0,0.00000000,0.00000000,3.93691461,0.01363402,0.00000000,0.00300000
45,1,MS,2,sheath,StemElement,1.08040145,0.00057019,1.37021079,0.00193820,4.00613958,6.36754722,0.49145320,0.00184725,0.00534760,0.02876450,0.00054139,0.00000000,0.00000020,44.76547878,NA,0.01832858,0.00053597,0.00000000,0.00024653,0.01491927,0.00000029,13.53467624,0.00009463,1.73841265,27.55283748,385.72650840,0.08157426,0.24175023,0.00000114,6.92694376,NA,171.70383880,0.00459820,NA,0.00106856,0.00006708,0.00193820,0.00000471,0.15180867,0.02873631,False,False,0.00050000,0.00004000,1678.21735000,0.00004000,1.00000000,0.00000153,0.06269034,0,0.00000000,0.00051918,0.07153076,0.00078250,0.00000225,0.00300000
45,1,MS,3,blade,LeafElement1,5.61154678,0.03972182,5.52162740,0.75106568,4.21238523,23.45237443,1.19258359,0.08574193,3.65869125,NA,0.03771502,0.00000000,0.00002354,105.03608749,NA,4.31451793,0.03733787,0.00010314,0.08299585,0.08991938,0.00000000,8.02683831,0.00000046,1.07997120,65.16005190,826.44395473,26.76659028,0.37159286,0.00007936,7.38511214,0.00400000,91.70383880,0.28577852,NA,0.30459021,0.00467274,0.75106568,0.00021357,0.19027408,0.05947998,True,False,0.07154425,0.00469862,0.00000000,0.00469862,1.00000000,0.00005780,24.79945280,0,0.00000000,0.22461833,7.96034846,0.12043687,0.00062825,0.00294626
45,1,MS,4,blade,LeafElement1,0.00000000,0.00000000,0.00000000,0.00205205,1.14422226,0.00000000,2.99327505,-0.00004583,-0.00279005,NA,0.00000000,0.00000000,0.00000018,NA,NA,0.00000000,0.00000000,0.00000000,0.00099394,0.00000000,0.01500000,0.00000000,4.64148549,1.07762951,0.00000000,0.00000000,0.33632289,0.00000000,0.00000000,6.72700000,0.00465231,6.01303280,0.00214491,NA,0.00575341,0.00000000,0.00205205,0.00000194,0.00000000,NA,True,False,0.00309799,0.00003536,0.00000000,0.00003536,1.50000000,0.00000000,0.32154914,0,0.00000000,0.00000000,0.05965919,0.00099394,0.00000000,0.00062572
45,1,MS,4,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.47177510,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00001224,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
45,1,MS,5,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.47177510,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00006118,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
46,1,MS,1,blade,LeafElement1,0.00000000,0.00000000,0.00000000,0.41674414,6.87527369,0.00000000,0.69570754,0.01925493,-0.07414303,0.06232377,0.00000000,0.00000000,0.00002050,265.50865668,NA,0.00000000,0.00000000,0.00000000,0.05286339,0.00000000,0.01500000,0.00000000,4.89634636,1.58929098,0.00000000,0.00000000,18.26218348,0.00000000,0.00000000,6.38100000,0.00300000,251.95219465,0.38702276,NA,0.14764523,0.00000000,0.41674414,0.00019533,0.00000000,NA,False,False,0.08200000,0.00410677,4400.00000000,0.00410677,1.00000000,0.00000000,16.41087501,0,0.00000000,0.00000000,6.95551371,0.05286339,0.00000000,0.00232481
46,1,MS,1,sheath,StemElement,0.98344854,0.05757196,1.25264745,0.05508933,2.99285104,14.66541610,0.58925034,0.09212356,0.23432901,0.02310782,0.05515926,0.00000000,0.00000855,113.57193717,NA,0.95097725,0.05460767,0.00000240,0.01052341,0.00818400,0.00000027,32.25687613,0.00010258,2.52920759,30.01204707,419.02216890,2.85062340,0.43236036,0.00011613,8.69699551,NA,251.95219465,0.33003295,NA,0.05207011,0.00684441,0.05508933,0.00026861,0.16641921,0.01424321,False,False,0.02850000,0.00171000,1183.15614503,0.00171000,1.00000000,0.00014606,1.90987617,0,0.00000000,0.04859754,3.53264346,0.06513348,0.00009974,0.00300000
